Day,Month,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),City,State
31,aug,82.8,49.7,0.28,7.24,0,17.91,Entiat,Washington
1,sep,82.5,49.5,0,7.24,0,17.91,Entiat,Washington
2,sep,82.2,49.2,0.04,7.28,0,17.91,Entiat,Washington
3,sep,81.9,49,0.04,7.28,0,17.91,Entiat,Washington
4,sep,81.7,48.8,0.08,7.28,0,17.91,Entiat,Washington
5,sep,81.4,48.5,0.08,7.32,0,17.91,Entiat,Washington
6,sep,81.1,48.3,0.08,7.32,0,17.91,Entiat,Washington
7,sep,80.8,48,0.12,7.32,0,17.91,Entiat,Washington
8,sep,80.5,47.8,0.12,7.36,0,17.91,Entiat,Washington
9,sep,80.2,47.5,0.12,7.36,0,17.91,Entiat,Washington
10,sep,79.9,47.3,0.16,7.36,0,17.91,Entiat,Washington
11,sep,79.6,47,0.16,7.4,0,17.91,Entiat,Washington
12,sep,79.3,46.8,0.16,7.4,0,17.91,Entiat,Washington
13,sep,79,46.5,0.2,7.4,0,17.91,Entiat,Washington
14,sep,78.7,46.2,0.2,7.44,0,17.91,Entiat,Washington
15,sep,78.4,46,0.2,7.44,0,17.91,Entiat,Washington
16,sep,78,45.7,0.2,7.44,0,17.91,Entiat,Washington
17,sep,77.7,45.4,0.24,7.44,0,17.91,Entiat,Washington
18,sep,77.3,45.1,0.24,7.48,0,17.91,Entiat,Washington
19,sep,77,44.8,0.24,7.48,0,17.91,Entiat,Washington
20,sep,76.6,44.6,0.28,7.52,0,17.91,Entiat,Washington
21,sep,76.2,44.3,0.28,7.52,0,17.91,Entiat,Washington
22,sep,75.8,44,0.28,7.52,0,17.91,Entiat,Washington
23,sep,75.4,43.7,0.31,7.56,0,17.91,Entiat,Washington
24,sep,75,43.4,0.31,7.56,0,17.91,Entiat,Washington
25,sep,74.6,43.1,0.35,7.6,0,17.91,Entiat,Washington
26,sep,74.1,42.7,0.35,7.6,0,17.91,Entiat,Washington
27,sep,73.7,42.4,0.35,7.6,0,17.91,Entiat,Washington
28,sep,73.2,42.1,0.39,7.64,0,17.91,Entiat,Washington
29,sep,72.7,41.8,0.39,7.64,0,17.91,Entiat,Washington
30,sep,72.2,41.5,0.39,7.64,0,17.91,Entiat,Washington
1,oct,71.7,41.2,0,7.68,0,17.91,Entiat,Washington
2,oct,71.2,40.9,0.04,7.68,0,17.91,Entiat,Washington
3,oct,70.7,40.5,0.04,7.68,0,17.91,Entiat,Washington
4,oct,70.1,40.2,0.08,7.72,0,17.91,Entiat,Washington
5,oct,69.6,39.9,0.08,7.72,0,17.91,Entiat,Washington
6,oct,69,39.6,0.08,7.76,0,17.91,Entiat,Washington
7,oct,68.4,39.3,0.12,7.76,0,17.91,Entiat,Washington
8,oct,67.8,39,0.12,7.76,0,17.91,Entiat,Washington
9,oct,67.2,38.7,0.16,7.8,0,17.91,Entiat,Washington
10,oct,66.6,38.4,0.16,7.83,0,17.91,Entiat,Washington
11,oct,66,38.1,0.2,7.83,0,17.91,Entiat,Washington
12,oct,65.4,37.8,0.2,7.87,0,17.91,Entiat,Washington
13,oct,64.7,37.5,0.24,7.87,0,17.91,Entiat,Washington
14,oct,64.1,37.2,0.28,7.91,0,17.91,Entiat,Washington
15,oct,63.5,36.9,0.28,7.91,0,17.91,Entiat,Washington
16,oct,62.8,36.6,0.31,7.95,0,17.91,Entiat,Washington
17,oct,62.2,36.4,0.35,7.99,0,17.91,Entiat,Washington
18,oct,61.5,36.1,0.35,8.03,0,17.91,Entiat,Washington
19,oct,60.9,35.8,0.39,8.07,0,17.91,Entiat,Washington
20,oct,60.2,35.6,0.43,8.07,0,17.91,Entiat,Washington
21,oct,59.6,35.3,0.47,8.15,0,17.91,Entiat,Washington
22,oct,58.9,35.1,0.51,8.15,0,17.91,Entiat,Washington
23,oct,58.3,34.8,0.55,8.23,0,17.91,Entiat,Washington
24,oct,57.6,34.6,0.59,8.27,0,17.91,Entiat,Washington
25,oct,57,34.3,0.67,8.31,0,17.91,Entiat,Washington
26,oct,56.4,34.1,0.71,8.35,0,17.91,Entiat,Washington
27,oct,55.7,33.9,0.75,8.39,0.12,17.91,Entiat,Washington
28,oct,55.1,33.6,0.79,8.43,0.12,17.91,Entiat,Washington
29,oct,54.5,33.4,0.87,8.5,0.12,17.99,Entiat,Washington
30,oct,53.9,33.2,0.91,8.54,0.12,17.99,Entiat,Washington
31,oct,53.3,32.9,0.94,8.62,0.12,17.99,Entiat,Washington
1,nov,52.7,32.7,0.08,8.66,0,17.99,Entiat,Washington
2,nov,52.1,32.5,0.12,8.74,0.12,17.99,Entiat,Washington
3,nov,51.5,32.3,0.2,8.82,0.12,18.11,Entiat,Washington
4,nov,50.9,32,0.28,8.86,0.12,18.11,Entiat,Washington
5,nov,50.3,31.8,0.31,8.94,0.2,18.11,Entiat,Washington
6,nov,49.8,31.6,0.39,9.02,0.2,18.19,Entiat,Washington
7,nov,49.2,31.3,0.47,9.06,0.31,18.31,Entiat,Washington
8,nov,48.7,31.1,0.51,9.13,0.31,18.31,Entiat,Washington
9,nov,48.1,30.9,0.59,9.21,0.39,18.39,Entiat,Washington
10,nov,47.6,30.6,0.67,9.29,0.51,18.39,Entiat,Washington
11,nov,47.1,30.4,0.75,9.37,0.59,18.5,Entiat,Washington
12,nov,46.5,30.1,0.83,9.45,0.59,18.58,Entiat,Washington
13,nov,46,29.8,0.91,9.53,0.71,18.7,Entiat,Washington
14,nov,45.5,29.6,0.98,9.61,0.79,18.82,Entiat,Washington
15,nov,45,29.3,1.06,9.69,0.98,18.9,Entiat,Washington
16,nov,44.5,29,1.14,9.72,1.1,19.09,Entiat,Washington
17,nov,44,28.7,1.18,9.8,1.3,19.21,Entiat,Washington
18,nov,43.5,28.5,1.3,9.88,1.42,19.41,Entiat,Washington
19,nov,43.1,28.2,1.34,9.96,1.61,19.61,Entiat,Washington
20,nov,42.6,27.9,1.42,10.04,1.81,19.69,Entiat,Washington
21,nov,42.1,27.6,1.5,10.12,1.89,19.88,Entiat,Washington
22,nov,41.7,27.3,1.57,10.16,2.09,20.12,Entiat,Washington
23,nov,41.2,27,1.61,10.24,2.28,20.31,Entiat,Washington
24,nov,40.8,26.7,1.69,10.31,2.52,20.51,Entiat,Washington
25,nov,40.3,26.3,1.77,10.35,2.8,20.71,Entiat,Washington
26,nov,39.9,26,1.81,10.43,2.99,20.98,Entiat,Washington
27,nov,39.5,25.7,1.89,10.51,3.31,21.3,Entiat,Washington
28,nov,39,25.4,1.97,10.59,3.58,21.61,Entiat,Washington
29,nov,38.6,25.1,2.05,10.67,3.9,21.89,Entiat,Washington
30,nov,38.2,24.8,2.13,10.75,4.21,22.2,Entiat,Washington
1,dec,37.8,24.4,0.08,10.83,0.39,22.6,Entiat,Washington
2,dec,37.4,24.1,0.16,10.91,0.79,22.99,Entiat,Washington
3,dec,37,23.8,0.24,10.98,1.18,23.39,Entiat,Washington
4,dec,36.7,23.5,0.31,11.06,1.61,23.82,Entiat,Washington
5,dec,36.3,23.2,0.39,11.14,2.09,24.21,Entiat,Washington
6,dec,36,22.9,0.43,11.18,2.52,24.69,Entiat,Washington
7,dec,35.6,22.7,0.51,11.3,2.91,25.12,Entiat,Washington
8,dec,35.3,22.4,0.59,11.34,3.31,25.51,Entiat,Washington
9,dec,35,22.1,0.67,11.42,3.82,25.98,Entiat,Washington
10,dec,34.7,21.9,0.75,11.5,4.21,26.42,Entiat,Washington
11,dec,34.4,21.6,0.79,11.54,4.69,26.81,Entiat,Washington
12,dec,34.1,21.4,0.87,11.61,5.12,27.28,Entiat,Washington
13,dec,33.8,21.2,0.94,11.69,5.71,27.91,Entiat,Washington
14,dec,33.6,21,1.02,11.77,6.18,28.39,Entiat,Washington
15,dec,33.4,20.8,1.1,11.85,6.81,29.02,Entiat,Washington
16,dec,33.2,20.6,1.18,11.93,7.52,29.61,Entiat,Washington
17,dec,33,20.5,1.26,12.01,8.11,30.31,Entiat,Washington
18,dec,32.8,20.3,1.34,12.09,8.82,30.98,Entiat,Washington
19,dec,32.6,20.2,1.42,12.17,9.49,31.69,Entiat,Washington
20,dec,32.5,20.1,1.5,12.24,10.2,32.4,Entiat,Washington
21,dec,32.3,20,1.57,12.32,10.91,33.11,Entiat,Washington
22,dec,32.2,19.9,1.65,12.4,11.61,33.82,Entiat,Washington
23,dec,32.1,19.9,1.73,12.52,12.28,34.49,Entiat,Washington
24,dec,32.1,19.8,1.85,12.6,12.99,35.2,Entiat,Washington
25,dec,32,19.8,1.93,12.68,13.82,35.91,Entiat,Washington
26,dec,32,19.8,2.01,12.76,14.49,36.69,Entiat,Washington
27,dec,32,19.8,2.09,12.83,15.31,37.4,Entiat,Washington
28,dec,32,19.8,2.17,12.91,15.98,38.19,Entiat,Washington
29,dec,32,19.8,2.24,12.99,16.69,38.9,Entiat,Washington
30,dec,32,19.8,2.32,13.07,17.52,39.61,Entiat,Washington
31,dec,32.1,19.9,2.4,13.15,18.19,40.39,Entiat,Washington
1,jan,44.5,32.5,0.24,0.24,0,0,Enumclaw,Washington
2,jan,44.6,32.6,0.47,0.47,0.12,0.12,Enumclaw,Washington
3,jan,44.7,32.7,0.75,0.75,0.12,0.12,Enumclaw,Washington
4,jan,44.8,32.8,0.98,0.98,0.2,0.2,Enumclaw,Washington
5,jan,44.9,32.9,1.22,1.22,0.2,0.2,Enumclaw,Washington
6,jan,45,32.9,1.5,1.5,0.2,0.2,Enumclaw,Washington
7,jan,45.1,33,1.73,1.73,0.2,0.2,Enumclaw,Washington
8,jan,45.3,33.1,1.97,1.97,0.31,0.31,Enumclaw,Washington
9,jan,45.4,33.2,2.24,2.24,0.31,0.31,Enumclaw,Washington
10,jan,45.5,33.2,2.48,2.48,0.31,0.31,Enumclaw,Washington
11,jan,45.6,33.3,2.72,2.72,0.31,0.31,Enumclaw,Washington
12,jan,45.7,33.3,2.95,2.95,0.31,0.31,Enumclaw,Washington
13,jan,45.8,33.4,3.23,3.23,0.39,0.39,Enumclaw,Washington
14,jan,45.9,33.4,3.46,3.46,0.39,0.39,Enumclaw,Washington
15,jan,46,33.5,3.7,3.7,0.39,0.39,Enumclaw,Washington
16,jan,46.1,33.5,3.94,3.94,0.39,0.39,Enumclaw,Washington
17,jan,46.2,33.5,4.21,4.21,0.39,0.39,Enumclaw,Washington
18,jan,46.3,33.5,4.45,4.45,0.39,0.39,Enumclaw,Washington
19,jan,46.4,33.5,4.69,4.69,0.39,0.39,Enumclaw,Washington
20,jan,46.5,33.5,4.92,4.92,0.51,0.51,Enumclaw,Washington
21,jan,46.6,33.5,5.2,5.2,0.51,0.51,Enumclaw,Washington
22,jan,46.6,33.4,5.39,5.39,0.51,0.51,Enumclaw,Washington
23,jan,46.7,33.4,5.63,5.63,0.51,0.51,Enumclaw,Washington
24,jan,46.8,33.4,5.83,5.83,0.51,0.51,Enumclaw,Washington
25,jan,46.8,33.3,6.02,6.02,0.59,0.59,Enumclaw,Washington
26,jan,46.9,33.3,6.22,6.22,0.59,0.59,Enumclaw,Washington
27,jan,47,33.2,6.42,6.42,0.59,0.59,Enumclaw,Washington
28,jan,47,33.2,6.57,6.57,0.59,0.59,Enumclaw,Washington
29,jan,47.1,33.1,6.77,6.77,0.71,0.71,Enumclaw,Washington
30,jan,47.1,33.1,6.97,6.97,0.71,0.71,Enumclaw,Washington
31,jan,47.2,33,7.17,7.17,0.71,0.71,Enumclaw,Washington
1,feb,47.2,33,0.16,7.32,0,0.71,Enumclaw,Washington
2,feb,47.3,32.9,0.35,7.52,0.12,0.79,Enumclaw,Washington
3,feb,47.3,32.8,0.51,7.68,0.2,0.91,Enumclaw,Washington
4,feb,47.3,32.8,0.71,7.87,0.2,0.91,Enumclaw,Washington
5,feb,47.4,32.7,0.87,8.03,0.31,0.98,Enumclaw,Washington
6,feb,47.4,32.7,1.06,8.23,0.31,0.98,Enumclaw,Washington
7,feb,47.5,32.6,1.26,8.43,0.39,1.1,Enumclaw,Washington
8,feb,47.5,32.6,1.46,8.62,0.39,1.1,Enumclaw,Washington
9,feb,47.6,32.5,1.61,8.78,0.51,1.18,Enumclaw,Washington
10,feb,47.6,32.5,1.81,8.98,0.59,1.3,Enumclaw,Washington
11,feb,47.7,32.5,2.01,9.17,0.59,1.3,Enumclaw,Washington
12,feb,47.7,32.5,2.2,9.37,0.71,1.42,Enumclaw,Washington
13,feb,47.8,32.5,2.4,9.57,0.79,1.5,Enumclaw,Washington
14,feb,47.9,32.5,2.56,9.72,0.91,1.61,Enumclaw,Washington
15,feb,47.9,32.5,2.72,9.88,0.91,1.61,Enumclaw,Washington
16,feb,48,32.5,2.91,10.08,0.98,1.69,Enumclaw,Washington
17,feb,48.1,32.5,3.07,10.24,1.1,1.81,Enumclaw,Washington
18,feb,48.1,32.5,3.23,10.39,1.1,1.81,Enumclaw,Washington
19,feb,48.2,32.6,3.43,10.59,1.18,1.89,Enumclaw,Washington
20,feb,48.3,32.6,3.58,10.75,1.18,1.89,Enumclaw,Washington
21,feb,48.4,32.7,3.78,10.94,1.3,2.01,Enumclaw,Washington
22,feb,48.5,32.7,3.94,11.1,1.42,2.09,Enumclaw,Washington
23,feb,48.6,32.8,4.13,11.3,1.42,2.09,Enumclaw,Washington
24,feb,48.7,32.9,4.29,11.46,1.5,2.2,Enumclaw,Washington
25,feb,48.8,33,4.49,11.65,1.5,2.2,Enumclaw,Washington
26,feb,48.9,33,4.65,11.81,1.5,2.2,Enumclaw,Washington
27,feb,49,33.1,4.84,12.01,1.61,2.28,Enumclaw,Washington
28,feb,49.1,33.2,5.04,12.17,1.61,2.28,Enumclaw,Washington
29,feb,49.2,33.3,0,0,0,0,Enumclaw,Washington
1,mar,49.3,33.4,0.2,12.36,0,2.28,Enumclaw,Washington
2,mar,49.4,33.5,0.35,12.56,0,2.28,Enumclaw,Washington
3,mar,49.5,33.6,0.55,12.72,0.12,2.4,Enumclaw,Washington
4,mar,49.6,33.7,0.71,12.91,0.12,2.4,Enumclaw,Washington
5,mar,49.8,33.8,0.91,13.07,0.12,2.4,Enumclaw,Washington
6,mar,49.9,34,1.06,13.27,0.12,2.4,Enumclaw,Washington
7,mar,50,34.1,1.26,13.43,0.12,2.4,Enumclaw,Washington
8,mar,50.1,34.2,1.42,13.58,0.12,2.4,Enumclaw,Washington
9,mar,50.3,34.4,1.57,13.78,0.12,2.4,Enumclaw,Washington
10,mar,50.4,34.5,1.77,13.94,0.2,2.52,Enumclaw,Washington
11,mar,50.5,34.6,1.93,14.13,0.2,2.52,Enumclaw,Washington
12,mar,50.7,34.7,2.13,14.29,0.2,2.52,Enumclaw,Washington
13,mar,50.8,34.9,2.32,14.49,0.2,2.52,Enumclaw,Washington
14,mar,50.9,35,2.52,14.69,0.2,2.52,Enumclaw,Washington
15,mar,51,35.1,2.68,14.88,0.2,2.52,Enumclaw,Washington
16,mar,51.2,35.2,2.87,15.08,0.2,2.52,Enumclaw,Washington
17,mar,51.3,35.3,3.07,15.28,0.2,2.52,Enumclaw,Washington
18,mar,51.4,35.5,3.27,15.47,0.2,2.52,Enumclaw,Washington
19,mar,51.5,35.6,3.46,15.63,0.2,2.52,Enumclaw,Washington
20,mar,51.6,35.7,3.66,15.83,0.2,2.52,Enumclaw,Washington
21,mar,51.7,35.7,3.86,16.02,0.2,2.52,Enumclaw,Washington
22,mar,51.8,35.8,4.06,16.22,0.2,2.52,Enumclaw,Washington
23,mar,52,35.9,4.25,16.42,0.2,2.52,Enumclaw,Washington
24,mar,52.1,36,4.45,16.61,0.2,2.52,Enumclaw,Washington
25,mar,52.2,36.1,4.65,16.81,0.31,2.6,Enumclaw,Washington
26,mar,52.3,36.1,4.84,17.01,0.31,2.6,Enumclaw,Washington
27,mar,52.4,36.2,5.04,17.2,0.31,2.6,Enumclaw,Washington
28,mar,52.5,36.3,5.24,17.4,0.31,2.6,Enumclaw,Washington
29,mar,52.6,36.3,5.43,17.6,0.31,2.6,Enumclaw,Washington
30,mar,52.7,36.4,5.63,17.8,0.31,2.6,Enumclaw,Washington
31,mar,52.8,36.4,5.83,17.99,0.31,2.6,Enumclaw,Washington
1,apr,52.9,36.5,0.2,18.19,0,2.6,Enumclaw,Washington
2,apr,53,36.5,0.39,18.39,0,2.6,Enumclaw,Washington
3,apr,53.1,36.6,0.55,18.54,0,2.6,Enumclaw,Washington
4,apr,53.2,36.6,0.75,18.74,0,2.6,Enumclaw,Washington
5,apr,53.4,36.7,0.94,18.94,0.12,2.72,Enumclaw,Washington
6,apr,53.5,36.7,1.14,19.13,0.12,2.72,Enumclaw,Washington
7,apr,53.6,36.8,1.3,19.29,0.12,2.72,Enumclaw,Washington
8,apr,53.7,36.8,1.5,19.49,0.12,2.72,Enumclaw,Washington
9,apr,53.8,36.9,1.65,19.65,0.12,2.72,Enumclaw,Washington
10,apr,54,37,1.81,19.8,0.12,2.72,Enumclaw,Washington
11,apr,54.1,37,1.97,19.96,0.12,2.72,Enumclaw,Washington
12,apr,54.3,37.1,2.13,20.12,0.12,2.72,Enumclaw,Washington
13,apr,54.4,37.2,2.28,20.28,0.12,2.72,Enumclaw,Washington
14,apr,54.6,37.2,2.44,20.43,0.12,2.72,Enumclaw,Washington
15,apr,54.7,37.3,2.64,20.59,0.12,2.72,Enumclaw,Washington
16,apr,54.9,37.4,2.8,20.79,0.2,2.8,Enumclaw,Washington
17,apr,55.1,37.5,2.95,20.94,0.2,2.8,Enumclaw,Washington
18,apr,55.2,37.6,3.11,21.1,0.2,2.8,Enumclaw,Washington
19,apr,55.4,37.7,3.31,21.3,0.2,2.8,Enumclaw,Washington
20,apr,55.6,37.9,3.46,21.46,0.2,2.8,Enumclaw,Washington
21,apr,55.8,38,3.62,21.61,0.2,2.8,Enumclaw,Washington
22,apr,56,38.1,3.78,21.77,0.2,2.8,Enumclaw,Washington
23,apr,56.2,38.3,3.94,21.93,0.2,2.8,Enumclaw,Washington
24,apr,56.4,38.4,4.09,22.09,0.2,2.8,Enumclaw,Washington
25,apr,56.6,38.6,4.25,22.24,0.2,2.8,Enumclaw,Washington
26,apr,56.8,38.7,4.41,22.4,0.2,2.8,Enumclaw,Washington
27,apr,57.1,38.9,4.57,22.56,0.2,2.8,Enumclaw,Washington
28,apr,57.3,39.1,4.72,22.72,0.2,2.8,Enumclaw,Washington
29,apr,57.5,39.3,4.88,22.87,0.2,2.8,Enumclaw,Washington
30,apr,57.7,39.5,5.04,23.03,0.2,2.8,Enumclaw,Washington
1,may,58,39.7,0.16,23.19,0,2.8,Enumclaw,Washington
2,may,58.2,39.9,0.31,23.35,0,2.8,Enumclaw,Washington
3,may,58.4,40.1,0.47,23.5,0,2.8,Enumclaw,Washington
4,may,58.7,40.3,0.63,23.66,0,2.8,Enumclaw,Washington
5,may,58.9,40.5,0.79,23.82,0,2.8,Enumclaw,Washington
6,may,59.1,40.8,0.94,23.98,0,2.8,Enumclaw,Washington
7,may,59.3,41,1.1,24.13,0,2.8,Enumclaw,Washington
8,may,59.6,41.2,1.3,24.29,0,2.8,Enumclaw,Washington
9,may,59.8,41.4,1.46,24.49,0,2.8,Enumclaw,Washington
10,may,60,41.7,1.57,24.61,0,2.8,Enumclaw,Washington
11,may,60.2,41.9,1.73,24.76,0,2.8,Enumclaw,Washington
12,may,60.5,42.1,1.93,24.96,0,2.8,Enumclaw,Washington
13,may,60.7,42.3,2.09,25.12,0,2.8,Enumclaw,Washington
14,may,60.9,42.6,2.24,25.28,0,2.8,Enumclaw,Washington
15,may,61.1,42.8,2.4,25.43,0,2.8,Enumclaw,Washington
16,may,61.3,43,2.56,25.59,0,2.8,Enumclaw,Washington
17,may,61.5,43.2,2.72,25.75,0,2.8,Enumclaw,Washington
18,may,61.6,43.4,2.83,25.87,0,2.8,Enumclaw,Washington
19,may,61.8,43.6,2.99,26.02,0,2.8,Enumclaw,Washington
20,may,62,43.9,3.15,26.18,0,2.8,Enumclaw,Washington
21,may,62.2,44.1,3.27,26.3,0,2.8,Enumclaw,Washington
22,may,62.3,44.2,3.43,26.46,0,2.8,Enumclaw,Washington
23,may,62.5,44.4,3.58,26.61,0,2.8,Enumclaw,Washington
24,may,62.7,44.6,3.74,26.77,0,2.8,Enumclaw,Washington
25,may,62.8,44.8,3.9,26.93,0,2.8,Enumclaw,Washington
26,may,63,45,4.06,27.09,0,2.8,Enumclaw,Washington
27,may,63.1,45.1,4.17,27.2,0,2.8,Enumclaw,Washington
28,may,63.3,45.3,4.33,27.36,0,2.8,Enumclaw,Washington
29,may,63.4,45.5,4.49,27.52,0,2.8,Enumclaw,Washington
30,may,63.6,45.6,4.65,27.68,0,2.8,Enumclaw,Washington
31,may,63.7,45.7,4.8,27.83,0,2.8,Enumclaw,Washington
1,jun,63.8,45.9,0.16,27.99,0,2.8,Enumclaw,Washington
2,jun,64,46,0.31,28.15,0,2.8,Enumclaw,Washington
3,jun,64.1,46.2,0.47,28.31,0,2.8,Enumclaw,Washington
4,jun,64.2,46.3,0.59,28.43,0,2.8,Enumclaw,Washington
5,jun,64.4,46.4,0.75,28.58,0,2.8,Enumclaw,Washington
6,jun,64.5,46.5,0.91,28.74,0,2.8,Enumclaw,Washington
7,jun,64.7,46.7,1.06,28.9,0,2.8,Enumclaw,Washington
8,jun,64.8,46.8,1.18,29.02,0,2.8,Enumclaw,Washington
9,jun,65,46.9,1.34,29.17,0,2.8,Enumclaw,Washington
10,jun,65.1,47,1.5,29.29,0,2.8,Enumclaw,Washington
11,jun,65.3,47.1,1.61,29.45,0,2.8,Enumclaw,Washington
12,jun,65.5,47.3,1.73,29.57,0,2.8,Enumclaw,Washington
13,jun,65.6,47.4,1.89,29.72,0,2.8,Enumclaw,Washington
14,jun,65.8,47.5,2.01,29.84,0,2.8,Enumclaw,Washington
15,jun,66,47.6,2.17,29.96,0,2.8,Enumclaw,Washington
16,jun,66.2,47.7,2.28,30.12,0,2.8,Enumclaw,Washington
17,jun,66.4,47.8,2.4,30.24,0,2.8,Enumclaw,Washington
18,jun,66.6,48,2.56,30.35,0,2.8,Enumclaw,Washington
19,jun,66.8,48.1,2.68,30.51,0,2.8,Enumclaw,Washington
20,jun,67,48.2,2.8,30.63,0,2.8,Enumclaw,Washington
21,jun,67.2,48.3,2.91,30.75,0,2.8,Enumclaw,Washington
22,jun,67.5,48.5,3.03,30.87,0,2.8,Enumclaw,Washington
23,jun,67.7,48.6,3.19,30.98,0,2.8,Enumclaw,Washington
24,jun,67.9,48.7,3.31,31.1,0,2.8,Enumclaw,Washington
25,jun,68.2,48.9,3.43,31.22,0,2.8,Enumclaw,Washington
26,jun,68.4,49,3.5,31.34,0,2.8,Enumclaw,Washington
27,jun,68.7,49.2,3.62,31.46,0,2.8,Enumclaw,Washington
28,jun,68.9,49.3,3.7,31.54,0,2.8,Enumclaw,Washington
29,jun,69.2,49.4,3.82,31.65,0,2.8,Enumclaw,Washington
30,jun,69.4,49.6,3.94,31.73,0,2.8,Enumclaw,Washington
1,jul,69.7,49.7,0.08,31.85,0,2.8,Enumclaw,Washington
2,jul,70,49.9,0.2,31.93,0,2.8,Enumclaw,Washington
3,jul,70.2,50,0.28,32.01,0,2.8,Enumclaw,Washington
4,jul,70.5,50.2,0.35,32.13,0,2.8,Enumclaw,Washington
5,jul,70.8,50.3,0.43,32.2,0,2.8,Enumclaw,Washington
6,jul,71,50.5,0.51,32.28,0,2.8,Enumclaw,Washington
7,jul,71.3,50.6,0.59,32.36,0,2.8,Enumclaw,Washington
8,jul,71.5,50.8,0.67,32.44,0,2.8,Enumclaw,Washington
9,jul,71.8,50.9,0.75,32.52,0,2.8,Enumclaw,Washington
10,jul,72,51.1,0.83,32.6,0,2.8,Enumclaw,Washington
11,jul,72.3,51.2,0.91,32.68,0,2.8,Enumclaw,Washington
12,jul,72.5,51.3,0.98,32.76,0,2.8,Enumclaw,Washington
13,jul,72.7,51.5,1.06,32.83,0,2.8,Enumclaw,Washington
14,jul,73,51.6,1.14,32.87,0,2.8,Enumclaw,Washington
15,jul,73.2,51.7,1.18,32.95,0,2.8,Enumclaw,Washington
16,jul,73.4,51.8,1.26,32.99,0,2.8,Enumclaw,Washington
17,jul,73.6,51.9,1.34,33.07,0,2.8,Enumclaw,Washington
18,jul,73.7,52,1.38,33.11,0,2.8,Enumclaw,Washington
19,jul,73.9,52.1,1.42,33.19,0,2.8,Enumclaw,Washington
20,jul,74.1,52.2,1.5,33.23,0,2.8,Enumclaw,Washington
21,jul,74.2,52.3,1.54,33.27,0,2.8,Enumclaw,Washington
22,jul,74.3,52.4,1.57,33.31,0,2.8,Enumclaw,Washington
23,jul,74.5,52.4,1.61,33.35,0,2.8,Enumclaw,Washington
24,jul,74.6,52.5,1.65,33.43,0,2.8,Enumclaw,Washington
25,jul,74.7,52.6,1.69,33.46,0,2.8,Enumclaw,Washington
26,jul,74.8,52.6,1.73,33.5,0,2.8,Enumclaw,Washington
27,jul,74.9,52.6,1.77,33.54,0,2.8,Enumclaw,Washington
28,jul,74.9,52.7,1.81,33.58,0,2.8,Enumclaw,Washington
29,jul,75,52.7,1.85,33.62,0,2.8,Enumclaw,Washington
30,jul,75,52.7,1.89,33.66,0,2.8,Enumclaw,Washington
31,jul,75,52.7,1.93,33.7,0,2.8,Enumclaw,Washington
1,aug,75.1,52.7,0.04,33.74,0,2.8,Enumclaw,Washington
2,aug,75.1,52.7,0.08,33.78,0,2.8,Enumclaw,Washington
3,aug,75.1,52.7,0.12,33.82,0,2.8,Enumclaw,Washington
4,aug,75.1,52.6,0.16,33.86,0,2.8,Enumclaw,Washington
5,aug,75,52.6,0.2,33.9,0,2.8,Enumclaw,Washington
6,aug,75,52.6,0.24,33.94,0,2.8,Enumclaw,Washington
7,aug,75,52.5,0.28,33.98,0,2.8,Enumclaw,Washington
8,aug,74.9,52.5,0.31,34.02,0,2.8,Enumclaw,Washington
9,aug,74.9,52.4,0.39,34.06,0,2.8,Enumclaw,Washington
10,aug,74.8,52.4,0.43,34.09,0,2.8,Enumclaw,Washington
11,aug,74.7,52.3,0.47,34.17,0,2.8,Enumclaw,Washington
12,aug,74.7,52.2,0.51,34.21,0,2.8,Enumclaw,Washington
13,aug,74.6,52.1,0.59,34.25,0,2.8,Enumclaw,Washington
14,aug,74.5,52.1,0.63,34.33,0,2.8,Enumclaw,Washington
15,aug,74.4,52,0.71,34.37,0,2.8,Enumclaw,Washington
16,aug,74.3,51.9,0.75,34.45,0,2.8,Enumclaw,Washington
17,aug,74.2,51.8,0.79,34.49,0,2.8,Enumclaw,Washington
18,aug,74.1,51.7,0.87,34.57,0,2.8,Enumclaw,Washington
19,aug,74,51.6,0.94,34.61,0,2.8,Enumclaw,Washington
20,aug,73.9,51.5,0.98,34.69,0,2.8,Enumclaw,Washington
21,aug,73.7,51.3,1.06,34.72,0,2.8,Enumclaw,Washington
22,aug,73.6,51.2,1.1,34.8,0,2.8,Enumclaw,Washington
23,aug,73.5,51.1,1.18,34.88,0,2.8,Enumclaw,Washington
24,aug,73.4,51,1.22,34.92,0,2.8,Enumclaw,Washington
25,aug,73.2,50.9,1.3,35,0,2.8,Enumclaw,Washington
26,aug,73.1,50.7,1.38,35.08,0,2.8,Enumclaw,Washington
27,aug,73,50.6,1.46,35.16,0,2.8,Enumclaw,Washington
28,aug,72.8,50.5,1.54,35.2,0,2.8,Enumclaw,Washington
29,aug,72.7,50.3,1.61,35.28,0,2.8,Enumclaw,Washington
30,aug,72.5,50.2,1.65,35.35,0,2.8,Enumclaw,Washington
31,aug,72.4,50.1,1.73,35.43,0,2.8,Enumclaw,Washington
1,sep,72.2,49.9,0.08,35.51,0,2.8,Enumclaw,Washington
2,sep,72,49.8,0.16,35.59,0,2.8,Enumclaw,Washington
