City,State_Abbr,Salary,State
Marcell,MN,53463,Minnesota
Margie,MN,53463,Minnesota
Marietta,MN,49123,Minnesota
Marine On Saint Croix,MN,60221,Minnesota
Marshall,MN,49123,Minnesota
Max,MN,53463,Minnesota
Mayer,MN,59464,Minnesota
Maynard,MN,52271,Minnesota
Mazeppa,MN,54946,Minnesota
Mc Grath,MN,52867,Minnesota
Mcgregor,MN,53463,Minnesota
Mcintosh,MN,48952,Minnesota
Meadowlands,MN,53463,Minnesota
Medford,MN,54604,Minnesota
Melrose,MN,52271,Minnesota
Melrude,MN,53463,Minnesota
Menahga,MN,52420,Minnesota
Mendota,MN,60734,Minnesota
Mentor,MN,48952,Minnesota
Merrifield,MN,52271,Minnesota
Middle River,MN,48952,Minnesota
Milaca,MN,52271,Minnesota
Milan,MN,52271,Minnesota
Millville,MN,54877,Minnesota
Milroy,MN,49123,Minnesota
Miltona,MN,52271,Minnesota
Minneapolis,MN,60734,Minnesota
Minneota,MN,49123,Minnesota
Minnesota City,MN,52474,Minnesota
Minnesota Lake,MN,54604,Minnesota
Minnetonka Beach,MN,60563,Minnesota
Mizpah,MN,51208,Minnesota
Montevideo,MN,52271,Minnesota
Montgomery,MN,60221,Minnesota
Monticello,MN,55451,Minnesota
Montrose,MN,56743,Minnesota
Moorhead,MN,53275,Minnesota
Moose Lake,MN,53463,Minnesota
Mora,MN,52271,Minnesota
Morgan,MN,56246,Minnesota
Morris,MN,52271,Minnesota
Morristown,MN,54604,Minnesota
Morton,MN,52271,Minnesota
Motley,MN,52271,Minnesota
Mound,MN,60426,Minnesota
Mountain Iron,MN,53463,Minnesota
Mountain Lake,MN,49123,Minnesota
Murdock,MN,52271,Minnesota
Nashua,MN,52420,Minnesota
Nashwauk,MN,53463,Minnesota
Navarre,MN,60631,Minnesota
Naytahwaush,MN,52420,Minnesota
Nelson,MN,52271,Minnesota
Nerstrand,MN,55941,Minnesota
Nett Lake,MN,53463,Minnesota
Nevis,MN,52420,Minnesota
New Auburn,MN,60221,Minnesota
New Germany,MN,58896,Minnesota
New London,MN,52271,Minnesota
New Munich,MN,52271,Minnesota
New Prague,MN,60221,Minnesota
New Richland,MN,54604,Minnesota
New Ulm,MN,60221,Minnesota
New York Mills,MN,52420,Minnesota
Newfolden,MN,48952,Minnesota
Newport,MN,60529,Minnesota
Nicollet,MN,60221,Minnesota
Nielsville,MN,49909,Minnesota
Nimrod,MN,52271,Minnesota
Nisswa,MN,52271,Minnesota
Norcross,MN,52420,Minnesota
North Branch,MN,60221,Minnesota
Northfield,MN,58255,Minnesota
Northome,MN,51611,Minnesota
Northrop,MN,57412,Minnesota
Norwood,MN,60221,Minnesota
Norwood Young America,MN,60221,Minnesota
Noyes,MN,48952,Minnesota
Oak Island,MN,48952,Minnesota
Oak Park,MN,52545,Minnesota
Odessa,MN,52271,Minnesota
Odin,MN,54672,Minnesota
Ogema,MN,52420,Minnesota
Ogilvie,MN,52271,Minnesota
Okabena,MN,49123,Minnesota
Oklee,MN,48952,Minnesota
Olivia,MN,52271,Minnesota
Onamia,MN,52271,Minnesota
Ormsby,MN,54649,Minnesota
Oronoco,MN,55117,Minnesota
Orr,MN,53463,Minnesota
Ortonville,MN,52345,Minnesota
Osage,MN,52420,Minnesota
Osakis,MN,52271,Minnesota
Oslo,MN,49237,Minnesota
Osseo,MN,60700,Minnesota
Ostrander,MN,54604,Minnesota
Ottertail,MN,52420,Minnesota
Outing,MN,52867,Minnesota
Owatonna,MN,54604,Minnesota
Palisade,MN,53463,Minnesota
Park Rapids,MN,52420,Minnesota
Parkers Prairie,MN,52271,Minnesota
Paynesville,MN,52271,Minnesota
Pease,MN,52271,Minnesota
Pelican Rapids,MN,52420,Minnesota
Pemberton,MN,54604,Minnesota
Pengilly,MN,53463,Minnesota
Pennington,MN,51611,Minnesota
Pennock,MN,52271,Minnesota
Pequot Lakes,MN,52271,Minnesota
Perham,MN,52420,Minnesota
Perley,MN,52876,Minnesota
Peterson,MN,52255,Minnesota
Pierz,MN,52271,Minnesota
Pillager,MN,52271,Minnesota
Pine City,MN,56246,Minnesota
Pine Island,MN,55014,Minnesota
Pine River,MN,52271,Minnesota
Pipestone,MN,49123,Minnesota
Plainview,MN,54843,Minnesota
Plato,MN,60221,Minnesota
Plummer,MN,48952,Minnesota
Ponemah,MN,48952,Minnesota
Ponsford,MN,52420,Minnesota
Porter,MN,49123,Minnesota
Preston,MN,53579,Minnesota
Princeton,MN,54106,Minnesota
Prinsburg,MN,52271,Minnesota
Prior Lake,MN,60426,Minnesota
Puposky,MN,50686,Minnesota
Racine,MN,54775,Minnesota
Randall,MN,52271,Minnesota
Randolph,MN,58199,Minnesota
Ranier,MN,53463,Minnesota
Raymond,MN,52271,Minnesota
Reading,MN,49123,Minnesota
Reads Landing,MN,54604,Minnesota
Red Lake Falls,MN,48952,Minnesota
Red Wing,MN,56570,Minnesota
Redby,MN,48952,Minnesota
Redlake,MN,48952,Minnesota
Redwood Falls,MN,52271,Minnesota
Remer,MN,53463,Minnesota
Renville,MN,52271,Minnesota
Revere,MN,49123,Minnesota
Rice,MN,52648,Minnesota
Richmond,MN,52579,Minnesota
Richville,MN,52420,Minnesota
Richwood,MN,52420,Minnesota
Rochert,MN,52420,Minnesota
Rochester,MN,55117,Minnesota
Rock Creek,MN,60221,Minnesota
Rockford,MN,57882,Minnesota
Rockville,MN,52784,Minnesota
Rogers,MN,60392,Minnesota
Rollingstone,MN,52850,Minnesota
Roosevelt,MN,48952,Minnesota
Roscoe,MN,52374,Minnesota
Rose Creek,MN,54604,Minnesota
Roseau,MN,48952,Minnesota
Rosemount,MN,60426,Minnesota
Rothsay,MN,52420,Minnesota
Round Lake,MN,49123,Minnesota
Royalton,MN,52408,Minnesota
Rush City,MN,60221,Minnesota
Rushford,MN,51870,Minnesota
Rushmore,MN,49123,Minnesota
Russell,MN,49123,Minnesota
Ruthton,MN,49123,Minnesota
Sabin,MN,53161,Minnesota
Sacred Heart,MN,52271,Minnesota
Saginaw,MN,53737,Minnesota
Saint Bonifacius,MN,59959,Minnesota
Saint Charles,MN,53885,Minnesota
Saint Clair,MN,57412,Minnesota
Saint Cloud,MN,52784,Minnesota
Saint Francis,MN,57836,Minnesota
Saint Hilaire,MN,48952,Minnesota
Saint James,MN,60221,Minnesota
Saint Joseph,MN,52784,Minnesota
Saint Martin,MN,52374,Minnesota
Saint Michael,MN,57239,Minnesota
Saint Paul,MN,60734,Minnesota
Saint Paul Park,MN,60495,Minnesota
Saint Peter,MN,60221,Minnesota
Saint Stephen,MN,52716,Minnesota
Saint Vincent,MN,48952,Minnesota
Salol,MN,48952,Minnesota
Sanborn,MN,49123,Minnesota
Sandstone,MN,53463,Minnesota
Santiago,MN,52477,Minnesota
Sargeant,MN,54672,Minnesota
Sartell,MN,52784,Minnesota
Sauk Centre,MN,52271,Minnesota
Sauk Rapids,MN,52784,Minnesota
Savage,MN,60529,Minnesota
Sawyer,MN,53463,Minnesota
Scandia,MN,60221,Minnesota
Schroeder,MN,53463,Minnesota
Seaforth,MN,50697,Minnesota
Searles,MN,60221,Minnesota
Sebeka,MN,52345,Minnesota
Shafer,MN,60221,Minnesota
Shakopee,MN,60495,Minnesota
Shelly,MN,50507,Minnesota
Sherburn,MN,49123,Minnesota
Shevlin,MN,50686,Minnesota
Side Lake,MN,53463,Minnesota
Silver Bay,MN,53463,Minnesota
Silver Creek,MN,52477,Minnesota
Silver Lake,MN,55884,Minnesota
Slayton,MN,49123,Minnesota
Sleepy Eye,MN,56246,Minnesota
Solway,MN,50686,Minnesota
Soudan,MN,53463,Minnesota
South Haven,MN,52545,Minnesota
South International Falls,MN,53463,Minnesota
South Saint Paul,MN,60631,Minnesota
Spicer,MN,52271,Minnesota
Spring Grove,MN,50846,Minnesota
Spring Lake,MN,53463,Minnesota
Spring Park,MN,60460,Minnesota
Spring Valley,MN,54604,Minnesota
Springfield,MN,53872,Minnesota
Squaw Lake,MN,53463,Minnesota
Stacy,MN,60221,Minnesota
Stanchfield,MN,56246,Minnesota
Staples,MN,52271,Minnesota
Starbuck,MN,52271,Minnesota
Steen,MN,49351,Minnesota
Stephen,MN,48952,Minnesota
Stewart,MN,56246,Minnesota
Stewartville,MN,54980,Minnesota
Stillwater,MN,60289,Minnesota
Stockton,MN,52440,Minnesota
Storden,MN,49123,Minnesota
Strandquist,MN,48952,Minnesota
Strathcona,MN,48952,Minnesota
Sturgeon Lake,MN,53463,Minnesota
Sunburg,MN,52271,Minnesota
Swan River,MN,53463,Minnesota
Swanville,MN,52271,Minnesota
Swatara,MN,53463,Minnesota
Swift,MN,48952,Minnesota
Taconite,MN,53463,Minnesota
Talmoon,MN,53463,Minnesota
Tamarack,MN,53463,Minnesota
Taopi,MN,54604,Minnesota
Taunton,MN,49123,Minnesota
Taylors Falls,MN,60221,Minnesota
Tenstrike,MN,50686,Minnesota
Thief River Falls,MN,48952,Minnesota
Tintah,MN,52420,Minnesota
Tofte,MN,53463,Minnesota
Tower,MN,53463,Minnesota
Tracy,MN,49123,Minnesota
Trail,MN,48952,Minnesota
Trimont,MN,49123,Minnesota
Trosky,MN,49123,Minnesota
Truman,MN,57412,Minnesota
Twig,MN,53805,Minnesota
Twin Lakes,MN,54604,Minnesota
Twin Valley,MN,52420,Minnesota
Two Harbors,MN,53463,Minnesota
Tyler,MN,49123,Minnesota
Ulen,MN,52420,Minnesota
Underwood,MN,52420,Minnesota
Upsala,MN,52271,Minnesota
Utica,MN,53277,Minnesota
Vergas,MN,52420,Minnesota
Vermillion,MN,59996,Minnesota
Verndale,MN,52271,Minnesota
Vernon Center,MN,57412,Minnesota
Vesta,MN,50697,Minnesota
Victoria,MN,60392,Minnesota
Viking,MN,48952,Minnesota
Villard,MN,52271,Minnesota
Vining,MN,52345,Minnesota
Virginia,MN,53463,Minnesota
Wabasha,MN,54604,Minnesota
Wabasso,MN,50697,Minnesota
Waconia,MN,60221,Minnesota
Wadena,MN,52271,Minnesota
Wahkon,MN,52271,Minnesota
Waite Park,MN,52784,Minnesota
Waldorf,MN,54604,Minnesota
Walker,MN,52345,Minnesota
Walnut Grove,MN,49123,Minnesota
Waltham,MN,54604,Minnesota
Wanamingo,MN,54672,Minnesota
Wanda,MN,50697,Minnesota
Wannaska,MN,48952,Minnesota
Warba,MN,53463,Minnesota
Warren,MN,49009,Minnesota
Warroad,MN,48952,Minnesota
Warsaw,MN,54604,Minnesota
Waseca,MN,54604,Minnesota
Waskish,MN,48952,Minnesota
Watertown,MN,58517,Minnesota
Waterville,MN,57412,Minnesota
Watkins,MN,52511,Minnesota
Watson,MN,52271,Minnesota
Waubun,MN,52420,Minnesota
Waverly,MN,56374,Minnesota
Wayzata,MN,60666,Minnesota
Webster,MN,60221,Minnesota
Welch,MN,57534,Minnesota
Welcome,MN,54649,Minnesota
Wells,MN,54604,Minnesota
Wendell,MN,52420,Minnesota
West Concord,MN,54741,Minnesota
West Union,MN,52271,Minnesota
Westbrook,MN,49123,Minnesota
Wheaton,MN,52420,Minnesota
White Earth,MN,52420,Minnesota
Willernie,MN,60495,Minnesota
Williams,MN,48952,Minnesota
Willmar,MN,52271,Minnesota
Willow River,MN,53463,Minnesota
Wilmont,MN,49123,Minnesota
Wilton,MN,50686,Minnesota
Windom,MN,49123,Minnesota
Winger,MN,50686,Minnesota
Winnebago,MN,54604,Minnesota
Winona,MN,51816,Minnesota
Winsted,MN,56814,Minnesota
Winthrop,MN,60221,Minnesota
Winton,MN,53463,Minnesota
Wirt,MN,53463,Minnesota
Wolf Lake,MN,52420,Minnesota
Wolverton,MN,52420,Minnesota
Wood Lake,MN,50697,Minnesota
Woodstock,MN,49123,Minnesota
Worthington,MN,49123,Minnesota
Wrenshall,MN,53703,Minnesota
Wright,MN,53463,Minnesota
Wykoff,MN,54604,Minnesota
Wyoming,MN,60221,Minnesota
Young America,MN,60221,Minnesota
Zimmerman,MN,55644,Minnesota
Zumbro Falls,MN,54912,Minnesota
Zumbrota,MN,54809,Minnesota
Palmer,AK,63324,Alaska
Sitka,AK,61920,Alaska
Adak,AK,63324,Alaska
Akiachak,AK,63324,Alaska
Akiak,AK,63324,Alaska
Akutan,AK,63324,Alaska
Alakanuk,AK,63324,Alaska
Aleknagik,AK,63324,Alaska
Allakaket,AK,62816,Alaska
Ambler,AK,62816,Alaska
Anaktuvuk Pass,AK,62816,Alaska
Anchor Point,AK,63324,Alaska
Anchorage,AK,64180,Alaska
Anderson,AK,62816,Alaska
Angoon,AK,61920,Alaska
Aniak,AK,63324,Alaska
Anvik,AK,63324,Alaska
Arctic Village,AK,62816,Alaska
Atka,AK,63324,Alaska
Atqasuk,AK,62816,Alaska
Auke Bay,AK,62776,Alaska
Barrow,AK,62816,Alaska
Beaver,AK,62816,Alaska
Bethel,AK,63324,Alaska
Bettles Field,AK,62816,Alaska
Big Lake,AK,63723,Alaska
Brevig Mission,AK,63070,Alaska
Buckland,AK,62816,Alaska
Cantwell,AK,62816,Alaska
Central,AK,62816,Alaska
Chalkyitsik,AK,62816,Alaska
Chefornak,AK,63324,Alaska
Chevak,AK,63324,Alaska
Chicken,AK,62816,Alaska
Chignik,AK,63324,Alaska
Chignik Lagoon,AK,63324,Alaska
Chignik Lake,AK,63324,Alaska
Chitina,AK,63324,Alaska
Chugiak,AK,63324,Alaska
Circle,AK,62816,Alaska
Clam Gulch,AK,63324,Alaska
Clarks Point,AK,63324,Alaska
Clear,AK,62816,Alaska
Coffman Cove,AK,61920,Alaska
Cold Bay,AK,63324,Alaska
Cooper Landing,AK,63324,Alaska
Copper Center,AK,63324,Alaska
Cordova,AK,63324,Alaska
Craig,AK,61920,Alaska
Crooked Creek,AK,63324,Alaska
Deering,AK,62816,Alaska
Delta Junction,AK,62816,Alaska
Denali National Park,AK,62816,Alaska
Dillingham,AK,63324,Alaska
Douglas,AK,62776,Alaska
Dutch Harbor,AK,63324,Alaska
Eagle,AK,62816,Alaska
Eagle River,AK,63552,Alaska
Eek,AK,63324,Alaska
Egegik,AK,63324,Alaska
Eielson Afb,AK,63500,Alaska
Ekwok,AK,63324,Alaska
Elfin Cove,AK,61920,Alaska
Elim,AK,63070,Alaska
Emmonak,AK,63324,Alaska
Ester,AK,63158,Alaska
Fairbanks,AK,63672,Alaska
False Pass,AK,63324,Alaska
Fort Greely,AK,62816,Alaska
Fort Wainwright,AK,63672,Alaska
Fort Yukon,AK,62816,Alaska
Gakona,AK,62816,Alaska
Galena,AK,62816,Alaska
Gambell,AK,63070,Alaska
Girdwood,AK,63324,Alaska
Glennallen,AK,63324,Alaska
Goodnews Bay,AK,63324,Alaska
Grayling,AK,63324,Alaska
Gustavus,AK,61920,Alaska
Haines,AK,61920,Alaska
Healy,AK,62816,Alaska
Holy Cross,AK,63324,Alaska
Homer,AK,63324,Alaska
Hoonah,AK,61920,Alaska
Hooper Bay,AK,63324,Alaska
Hope,AK,63324,Alaska
Houston,AK,63324,Alaska
Hughes,AK,62816,Alaska
Huslia,AK,62816,Alaska
Hydaburg,AK,61920,Alaska
Hyder,AK,61920,Alaska
Iliamna,AK,63324,Alaska
Indian,AK,63552,Alaska
Jber,AK,64180,Alaska
Juneau,AK,62776,Alaska
Kake,AK,61920,Alaska
Kaktovik,AK,62816,Alaska
Kalskag,AK,63324,Alaska
Kaltag,AK,63070,Alaska
Karluk,AK,63324,Alaska
Kasigluk,AK,63324,Alaska
Kasilof,AK,63324,Alaska
Kenai,AK,63324,Alaska
Ketchikan,AK,61920,Alaska
Kiana,AK,62816,Alaska
King Cove,AK,63324,Alaska
King Salmon,AK,63324,Alaska
Kipnuk,AK,63324,Alaska
Kivalina,AK,62816,Alaska
Klawock,AK,61920,Alaska
Kobuk,AK,62816,Alaska
Kodiak,AK,63324,Alaska
Kongiganak,AK,63324,Alaska
Kotlik,AK,63324,Alaska
Kotzebue,AK,62816,Alaska
Koyuk,AK,63070,Alaska
Koyukuk,AK,62816,Alaska
Kwethluk,AK,63324,Alaska
Kwigillingok,AK,63324,Alaska
Lake Minchumina,AK,62816,Alaska
Larsen Bay,AK,63324,Alaska
Levelock,AK,63324,Alaska
Lower Kalskag,AK,63324,Alaska
Manley Hot Springs,AK,62816,Alaska
Manokotak,AK,63324,Alaska
Marshall,AK,63324,Alaska
Mc Grath,AK,63324,Alaska
Mekoryuk,AK,63324,Alaska
Metlakatla,AK,61920,Alaska
Meyers Chuck,AK,61920,Alaska
Minto,AK,62816,Alaska
Moose Pass,AK,63324,Alaska
Mountain Village,AK,63324,Alaska
Naknek,AK,63324,Alaska
Napakiak,AK,63324,Alaska
Nenana,AK,62816,Alaska
New Stuyahok,AK,63324,Alaska
Nightmute,AK,63324,Alaska
Nikiski,AK,63324,Alaska
Nikolai,AK,63324,Alaska
Nikolski,AK,63324,Alaska
Ninilchik,AK,63324,Alaska
Noatak,AK,62816,Alaska
Nome,AK,63070,Alaska
Nondalton,AK,63324,Alaska
Noorvik,AK,62816,Alaska
North Pole,AK,63672,Alaska
Northway,AK,62816,Alaska
Nuiqsut,AK,62816,Alaska
Nulato,AK,62816,Alaska
Nunam Iqua,AK,63324,Alaska
Nunapitchuk,AK,63324,Alaska
Old Harbor,AK,63324,Alaska
Ouzinkie,AK,63324,Alaska
Pedro Bay,AK,63324,Alaska
Pelican,AK,61920,Alaska
Perryville,AK,63324,Alaska
Petersburg,AK,61920,Alaska
Pilot Point,AK,63324,Alaska
Pilot Station,AK,63324,Alaska
Platinum,AK,63324,Alaska
Point Baker,AK,61920,Alaska
Point Hope,AK,62816,Alaska
Point Lay,AK,62816,Alaska
Port Alexander,AK,61920,Alaska
Port Alsworth,AK,63324,Alaska
Port Heiden,AK,63324,Alaska
Port Lions,AK,63324,Alaska
Prudhoe Bay,AK,62816,Alaska
Quinhagak,AK,63324,Alaska
Rampart,AK,62816,Alaska
Red Devil,AK,63324,Alaska
Ruby,AK,62816,Alaska
Russian Mission,AK,63324,Alaska
Saint George Island,AK,63324,Alaska
Saint Marys,AK,63324,Alaska
Saint Michael,AK,63070,Alaska
Saint Paul Island,AK,63324,Alaska
Salcha,AK,62816,Alaska
Sand Point,AK,63324,Alaska
Savoonga,AK,63070,Alaska
Scammon Bay,AK,63324,Alaska
Selawik,AK,62816,Alaska
Seldovia,AK,63324,Alaska
Seward,AK,63324,Alaska
Shageluk,AK,63324,Alaska
Shaktoolik,AK,63070,Alaska
Shishmaref,AK,62816,Alaska
Shungnak,AK,62816,Alaska
Skagway,AK,61920,Alaska
Skwentna,AK,63324,Alaska
Sleetmute,AK,63324,Alaska
Soldotna,AK,63324,Alaska
South Naknek,AK,63324,Alaska
Stebbins,AK,63070,Alaska
Sterling,AK,63324,Alaska
Stevens Village,AK,62816,Alaska
Sutton,AK,63324,Alaska
Takotna,AK,63324,Alaska
Talkeetna,AK,63324,Alaska
Tanacross,AK,62816,Alaska
Tanana,AK,62816,Alaska
Tatitlek,AK,63324,Alaska
Teller,AK,63070,Alaska
Tenakee Springs,AK,61920,Alaska
Thorne Bay,AK,61920,Alaska
Togiak,AK,63324,Alaska
Tok,AK,62816,Alaska
Toksook Bay,AK,63324,Alaska
Trapper Creek,AK,63324,Alaska
Tuluksak,AK,63324,Alaska
Tuntutuliak,AK,63324,Alaska
Tununak,AK,63324,Alaska
Two Rivers,AK,63215,Alaska
Tyonek,AK,63324,Alaska
Unalakleet,AK,63070,Alaska
Unalaska,AK,63324,Alaska
Valdez,AK,63324,Alaska
Venetie,AK,62816,Alaska
Wainwright,AK,62816,Alaska
Wales,AK,63070,Alaska
Ward Cove,AK,61920,Alaska
Wasilla,AK,63324,Alaska
White Mountain,AK,63070,Alaska
Whittier,AK,63324,Alaska
Willow,AK,63324,Alaska
Wrangell,AK,61920,Alaska
Yakutat,AK,61920,Alaska
Coachella,CA,60545,California
Acampo,CA,60997,California
Acton,CA,64078,California
Adelanto,CA,60473,California
Adin,CA,57860,California
Agoura Hills,CA,62768,California
Aguanga,CA,60679,California
Ahwahnee,CA,56799,California
Alameda,CA,67577,California
Alamo,CA,67418,California
Albany,CA,67577,California
Albion,CA,61932,California
Alderpoint,CA,57860,California
Alhambra,CA,64497,California
Aliso Viejo,CA,63471,California
Alleghany,CA,56963,California
Alpaugh,CA,60905,California
Alpine,CA,60972,California
Alta,CA,58263,California
Altadena,CA,64451,California
Altaville,CA,60435,California
Alturas,CA,55518,California
Alviso,CA,69573,California
Amador City,CA,61364,California
Amboy,CA,60545,California
American Canyon,CA,64213,California
Anaheim,CA,63728,California
Anderson,CA,57860,California
Angels Camp,CA,60460,California
Angelus Oaks,CA,60524,California
Angwin,CA,62069,California
Annapolis,CA,62167,California
Antelope,CA,62080,California
Antioch,CA,65277,California
Anza,CA,60545,California
Apple Valley,CA,60497,California
Applegate,CA,61761,California
Aptos,CA,63403,California
Arbuckle,CA,61761,California
Arcadia,CA,64406,California
Arcata,CA,52294,California
Armona,CA,56799,California
Arnold,CA,59214,California
Aromas,CA,64537,California
Arroyo Grande,CA,60294,California
Artesia,CA,63585,California
Artois,CA,58043,California
Arvin,CA,60928,California
Atascadero,CA,60180,California
Atherton,CA,69368,California
Atwater,CA,60221,California
Atwood,CA,63728,California
Auberry,CA,56799,California
Auburn,CA,61761,California
Avalon,CA,63309,California
Avenal,CA,56799,California
Avery,CA,60506,California
Avila Beach,CA,59832,California
Azusa,CA,62801,California
Badger,CA,56799,California
Baker,CA,58453,California
Bakersfield,CA,61247,California
Baldwin Park,CA,63941,California
Ballico,CA,60343,California
Bangor,CA,57860,California
Banning,CA,60538,California
Bard,CA,57257,California
Barstow,CA,60411,California
Bass Lake,CA,56799,California
Bayside,CA,52294,California
Beale Afb,CA,60980,California
Beaumont,CA,60600,California
Beckwourth,CA,56400,California
Belden,CA,57860,California
Bell,CA,64497,California
Bell Gardens,CA,64497,California
Bella Vista,CA,57860,California
Bellflower,CA,63585,California
Belmont,CA,67999,California
Belvedere Tiburon,CA,71854,California
Ben Lomond,CA,63471,California
Benicia,CA,64213,California
Benton,CA,56714,California
Berkeley,CA,67577,California
Berry Creek,CA,57883,California
Bethel Island,CA,60906,California
Beverly Hills,CA,64497,California
Bieber,CA,57860,California
Big Bar,CA,55078,California
Big Bear City,CA,60520,California
Big Bear Lake,CA,60523,California
Big Bend,CA,57860,California
Big Creek,CA,56799,California
Big Oak Flat,CA,60221,California
Big Pine,CA,56799,California
Big Sur,CA,62978,California
Biggs,CA,57929,California
Biola,CA,57073,California
Birds Landing,CA,64436,California
Bishop,CA,56799,California
Blairsden Graeagle,CA,56400,California
Blocksburg,CA,57860,California
Bloomington,CA,61021,California
Blue Jay,CA,60731,California
Blue Lake,CA,52294,California
Blythe,CA,55399,California
Bodega,CA,62183,California
Bodega Bay,CA,62091,California
Bodfish,CA,60905,California
Bolinas,CA,66217,California
Bonita,CA,61314,California
Bonsall,CA,60972,California
Boonville,CA,61932,California
Boron,CA,60545,California
Borrego Springs,CA,60972,California
Boulder Creek,CA,63471,California
Boulevard,CA,60972,California
Boyes Hot Springs,CA,64133,California
Bradley,CA,60180,California
Brandeis,CA,62817,California
Branscomb,CA,59896,California
Brawley,CA,60972,California
Brea,CA,63728,California
Brentwood,CA,64811,California
Bridgeport,CA,56628,California
Bridgeville,CA,57860,California
Brisbane,CA,71854,California
Brookdale,CA,63471,California
Brooks,CA,62305,California
Browns Valley,CA,57860,California
Brownsville,CA,57860,California
Bryn Mawr,CA,60753,California
Buellton,CA,59411,California
Buena Park,CA,63728,California
Burbank,CA,64497,California
Burlingame,CA,71718,California
Burney,CA,57860,California
Burnt Ranch,CA,52294,California
Burrel,CA,56890,California
Burson,CA,60764,California
Butte City,CA,57997,California
Buttonwillow,CA,60905,California
Byron,CA,60906,California
Cabazon,CA,60533,California
Calabasas,CA,63156,California
Calexico,CA,60972,California
Caliente,CA,60905,California
California City,CA,60905,California
California Hot Springs,CA,60905,California
Calimesa,CA,60716,California
Calipatria,CA,60972,California
Calistoga,CA,62183,California
Callahan,CA,52294,California
Calpella,CA,61932,California
Calpine,CA,56425,California
Camarillo,CA,61054,California
Cambria,CA,60180,California
Camino,CA,61761,California
Camp Meeker,CA,62274,California
Camp Nelson,CA,60905,California
Camp Pendleton,CA,62039,California
Campbell,CA,69573,California
Campo,CA,60972,California
Campo Seco,CA,60829,California
Camptonville,CA,57860,California
Canby,CA,55078,California
Canoga Park,CA,63307,California
Cantil,CA,60905,California
Cantua Creek,CA,56799,California
Canyon,CA,67577,California
Canyon Country,CA,63939,California
Canyon Dam,CA,57860,California
Capay,CA,62612,California
Capistrano Beach,CA,63039,California
Capitola,CA,63471,California
Cardiff By The Sea,CA,61063,California
Carlotta,CA,57860,California
Carlsbad,CA,60972,California
Carmel,CA,63252,California
Carmel By The Sea,CA,63320,California
Carmel Valley,CA,63069,California
Carmichael,CA,62103,California
Carnelian Bay,CA,57084,California
Carpinteria,CA,61609,California
Carson,CA,63585,California
Caruthers,CA,57005,California
Casmalia,CA,60500,California
Caspar,CA,61932,California
Cassel,CA,57860,California
Castaic,CA,62843,California
Castella,CA,52294,California
Castro Valley,CA,67509,California
Castroville,CA,63252,California
Cathedral City,CA,60545,California
Catheys Valley,CA,57940,California
Cayucos,CA,60180,California
Cazadero,CA,62607,California
Cedar Glen,CA,60685,California
Cedar Ridge,CA,61761,California
Cedarpines Park,CA,60753,California
Cedarville,CA,56400,California
Ceres,CA,60563,California
Cerritos,CA,63728,California
Challenge,CA,57860,California
Chatsworth,CA,63125,California
Chester,CA,57860,California
Chicago Park,CA,61761,California
Chico,CA,58203,California
Chilcoot,CA,56400,California
Chinese Camp,CA,60298,California
Chino,CA,62192,California
Chino Hills,CA,63660,California
Chowchilla,CA,56799,California
Chualar,CA,62984,California
Chula Vista,CA,61314,California
Cima,CA,58453,California
Citrus Heights,CA,62012,California
City Of Industry,CA,63682,California
Claremont,CA,62473,California
Clarksburg,CA,61989,California
Clayton,CA,66270,California
Clearlake,CA,62057,California
Clearlake Oaks,CA,61932,California
Clearlake Park,CA,61932,California
Clements,CA,60951,California
Clio,CA,56400,California
Clipper Mills,CA,57860,California
Cloverdale,CA,62471,California
Clovis,CA,56959,California
Coalinga,CA,56799,California
Coarsegold,CA,56799,California
Cobb,CA,62485,California
Coleville,CA,56628,California
Colfax,CA,61761,California
Coloma,CA,61761,California
Colton,CA,61021,California
Columbia,CA,60221,California
Colusa,CA,57860,California
Comptche,CA,61932,California
Compton,CA,63585,California
Concord,CA,64076,California
Cool,CA,61761,California
Copperopolis,CA,60444,California
Corcoran,CA,56799,California
Corning,CA,57860,California
Corona,CA,60930,California
Corona Del Mar,CA,63563,California
Coronado,CA,61314,California
Corte Madera,CA,71832,California
Costa Mesa,CA,63585,California
Cotati,CA,64156,California
Cottonwood,CA,57860,California
Coulterville,CA,60221,California
Courtland,CA,61897,California
Covelo,CA,57860,California
Covina,CA,63546,California
Coyote,CA,69505,California
Crescent City,CA,52294,California
Crescent Mills,CA,57860,California
Cressey,CA,60221,California
Crest Park,CA,60731,California
Crestline,CA,60753,California
Creston,CA,60180,California
Crockett,CA,64213,California
Crows Landing,CA,60335,California
Culver City,CA,64497,California
Cupertino,CA,69551,California
Cutler,CA,56799,California
Cutten,CA,52294,California
Cypress,CA,63728,California
Daggett,CA,60411,California
Daly City,CA,71854,California
Dana Point,CA,63102,California
Danville,CA,66947,California
Darwin,CA,60905,California
Davenport,CA,63471,California
Davis,CA,62080,California
Davis Creek,CA,52294,California
Death Valley,CA,58453,California
Deer Park,CA,62114,California
Del Mar,CA,61154,California
Del Rey,CA,57096,California
Delano,CA,60905,California
Delhi,CA,60358,California
Denair,CA,60403,California
Descanso,CA,60972,California
Desert Center,CA,60545,California
Desert Hot Springs,CA,60411,California
Diablo,CA,67395,California
Diamond Bar,CA,63682,California
