Day,Month,High(°F),Low(°F),Precip.month(inch),Precip.year(inch),Snowmonth(inch),Snowyear(inch),City,State
9,jan,59.5,30.1,0.16,0.16,0,0,Amargosa Valley,Nevada
10,jan,59.6,30.2,0.2,0.2,0,0,Amargosa Valley,Nevada
11,jan,59.7,30.3,0.2,0.2,0,0,Amargosa Valley,Nevada
12,jan,59.8,30.4,0.2,0.2,0,0,Amargosa Valley,Nevada
13,jan,59.9,30.5,0.24,0.24,0,0,Amargosa Valley,Nevada
14,jan,60,30.5,0.24,0.24,0,0,Amargosa Valley,Nevada
15,jan,60.1,30.6,0.28,0.28,0,0,Amargosa Valley,Nevada
16,jan,60.2,30.7,0.28,0.28,0,0,Amargosa Valley,Nevada
17,jan,60.3,30.8,0.31,0.31,0,0,Amargosa Valley,Nevada
18,jan,60.4,30.9,0.31,0.31,0,0,Amargosa Valley,Nevada
19,jan,60.5,31,0.35,0.35,0,0,Amargosa Valley,Nevada
20,jan,60.6,31.1,0.35,0.35,0,0,Amargosa Valley,Nevada
21,jan,60.7,31.2,0.39,0.39,0,0,Amargosa Valley,Nevada
22,jan,60.8,31.3,0.39,0.39,0,0,Amargosa Valley,Nevada
23,jan,60.9,31.4,0.39,0.39,0,0,Amargosa Valley,Nevada
24,jan,61,31.5,0.43,0.43,0,0,Amargosa Valley,Nevada
25,jan,61,31.6,0.43,0.43,0,0,Amargosa Valley,Nevada
26,jan,61.1,31.7,0.47,0.47,0,0,Amargosa Valley,Nevada
27,jan,61.3,31.9,0.47,0.47,0,0,Amargosa Valley,Nevada
28,jan,61.4,32,0.51,0.51,0,0,Amargosa Valley,Nevada
29,jan,61.5,32.1,0.51,0.51,0,0,Amargosa Valley,Nevada
30,jan,61.6,32.2,0.55,0.55,0,0,Amargosa Valley,Nevada
31,jan,61.7,32.4,0.55,0.55,0,0,Amargosa Valley,Nevada
1,feb,61.8,32.5,0.04,0.59,0,0,Amargosa Valley,Nevada
2,feb,61.9,32.6,0.04,0.59,0,0,Amargosa Valley,Nevada
3,feb,62.1,32.8,0.08,0.63,0,0,Amargosa Valley,Nevada
4,feb,62.2,32.9,0.08,0.67,0,0,Amargosa Valley,Nevada
5,feb,62.3,33.1,0.12,0.67,0,0,Amargosa Valley,Nevada
6,feb,62.5,33.3,0.16,0.71,0,0,Amargosa Valley,Nevada
7,feb,62.6,33.4,0.16,0.71,0,0,Amargosa Valley,Nevada
8,feb,62.8,33.6,0.2,0.75,0,0,Amargosa Valley,Nevada
9,feb,62.9,33.8,0.2,0.79,0,0.12,Amargosa Valley,Nevada
10,feb,63.1,33.9,0.24,0.79,0,0.12,Amargosa Valley,Nevada
11,feb,63.3,34.1,0.28,0.83,0,0.12,Amargosa Valley,Nevada
12,feb,63.5,34.3,0.28,0.87,0.12,0.12,Amargosa Valley,Nevada
13,feb,63.6,34.5,0.31,0.87,0.12,0.12,Amargosa Valley,Nevada
14,feb,63.8,34.7,0.35,0.91,0.12,0.12,Amargosa Valley,Nevada
15,feb,64,34.8,0.39,0.94,0.12,0.12,Amargosa Valley,Nevada
16,feb,64.2,35,0.39,0.98,0.12,0.12,Amargosa Valley,Nevada
17,feb,64.4,35.2,0.43,1.02,0.12,0.12,Amargosa Valley,Nevada
18,feb,64.6,35.4,0.47,1.06,0.12,0.12,Amargosa Valley,Nevada
19,feb,64.9,35.6,0.51,1.06,0.12,0.12,Amargosa Valley,Nevada
20,feb,65.1,35.8,0.55,1.1,0.12,0.12,Amargosa Valley,Nevada
21,feb,65.3,36,0.59,1.14,0.12,0.12,Amargosa Valley,Nevada
22,feb,65.5,36.2,0.63,1.18,0.12,0.12,Amargosa Valley,Nevada
23,feb,65.8,36.4,0.67,1.22,0.12,0.12,Amargosa Valley,Nevada
24,feb,66,36.6,0.71,1.26,0.12,0.12,Amargosa Valley,Nevada
25,feb,66.2,36.7,0.75,1.3,0.12,0.12,Amargosa Valley,Nevada
26,feb,66.5,36.9,0.79,1.34,0.12,0.12,Amargosa Valley,Nevada
27,feb,66.7,37.1,0.79,1.38,0.12,0.12,Amargosa Valley,Nevada
28,feb,67,37.3,0.83,1.38,0.12,0.12,Amargosa Valley,Nevada
29,feb,67.1,37.4,0,0,0,0,Amargosa Valley,Nevada
1,mar,67.2,37.5,0.04,1.42,0,0.12,Amargosa Valley,Nevada
2,mar,67.4,37.6,0.08,1.46,0,0.12,Amargosa Valley,Nevada
3,mar,67.7,37.8,0.08,1.5,0,0.12,Amargosa Valley,Nevada
4,mar,67.9,37.9,0.12,1.5,0,0.12,Amargosa Valley,Nevada
5,mar,68.2,38.1,0.16,1.54,0,0.12,Amargosa Valley,Nevada
6,mar,68.4,38.3,0.16,1.57,0,0.12,Amargosa Valley,Nevada
7,mar,68.7,38.4,0.2,1.57,0,0.12,Amargosa Valley,Nevada
8,mar,68.9,38.5,0.24,1.61,0,0.12,Amargosa Valley,Nevada
9,mar,69.2,38.7,0.24,1.65,0,0.12,Amargosa Valley,Nevada
10,mar,69.4,38.8,0.28,1.65,0,0.12,Amargosa Valley,Nevada
11,mar,69.6,39,0.31,1.69,0,0.12,Amargosa Valley,Nevada
12,mar,69.9,39.1,0.31,1.69,0,0.12,Amargosa Valley,Nevada
13,mar,70.1,39.2,0.35,1.73,0,0.12,Amargosa Valley,Nevada
14,mar,70.4,39.3,0.35,1.73,0,0.12,Amargosa Valley,Nevada
15,mar,70.6,39.4,0.39,1.77,0,0.12,Amargosa Valley,Nevada
16,mar,70.8,39.6,0.39,1.77,0,0.12,Amargosa Valley,Nevada
17,mar,71.1,39.7,0.43,1.81,0,0.12,Amargosa Valley,Nevada
18,mar,71.3,39.8,0.43,1.81,0,0.12,Amargosa Valley,Nevada
19,mar,71.5,39.9,0.43,1.85,0,0.12,Amargosa Valley,Nevada
20,mar,71.8,40,0.47,1.85,0,0.12,Amargosa Valley,Nevada
21,mar,72,40.1,0.47,1.85,0,0.12,Amargosa Valley,Nevada
22,mar,72.2,40.2,0.47,1.89,0,0.12,Amargosa Valley,Nevada
23,mar,72.5,40.3,0.51,1.89,0,0.12,Amargosa Valley,Nevada
24,mar,72.7,40.5,0.51,1.89,0,0.12,Amargosa Valley,Nevada
25,mar,72.9,40.6,0.51,1.93,0,0.12,Amargosa Valley,Nevada
26,mar,73.2,40.7,0.55,1.93,0,0.12,Amargosa Valley,Nevada
27,mar,73.4,40.8,0.55,1.93,0,0.12,Amargosa Valley,Nevada
28,mar,73.6,41,0.55,1.97,0,0.12,Amargosa Valley,Nevada
29,mar,73.9,41.1,0.55,1.97,0,0.12,Amargosa Valley,Nevada
30,mar,74.1,41.2,0.59,1.97,0,0.12,Amargosa Valley,Nevada
31,mar,74.4,41.4,0.59,1.97,0,0.12,Amargosa Valley,Nevada
1,apr,74.6,41.5,0,2.01,0,0.12,Amargosa Valley,Nevada
2,apr,74.9,41.7,0.04,2.01,0,0.12,Amargosa Valley,Nevada
3,apr,75.1,41.9,0.04,2.01,0,0.12,Amargosa Valley,Nevada
4,apr,75.4,42,0.04,2.01,0,0.12,Amargosa Valley,Nevada
5,apr,75.6,42.2,0.04,2.05,0,0.12,Amargosa Valley,Nevada
6,apr,75.9,42.4,0.08,2.05,0,0.12,Amargosa Valley,Nevada
7,apr,76.2,42.6,0.08,2.05,0,0.12,Amargosa Valley,Nevada
8,apr,76.5,42.8,0.08,2.05,0,0.12,Amargosa Valley,Nevada
9,apr,76.7,43.1,0.08,2.09,0,0.12,Amargosa Valley,Nevada
10,apr,77,43.3,0.12,2.09,0,0.12,Amargosa Valley,Nevada
11,apr,77.3,43.5,0.12,2.09,0,0.12,Amargosa Valley,Nevada
12,apr,77.6,43.8,0.12,2.09,0,0.12,Amargosa Valley,Nevada
13,apr,77.9,44,0.12,2.09,0,0.12,Amargosa Valley,Nevada
14,apr,78.2,44.3,0.12,2.09,0,0.12,Amargosa Valley,Nevada
15,apr,78.5,44.6,0.12,2.13,0,0.12,Amargosa Valley,Nevada
16,apr,78.8,44.9,0.16,2.13,0,0.12,Amargosa Valley,Nevada
17,apr,79.1,45.2,0.16,2.13,0,0.12,Amargosa Valley,Nevada
18,apr,79.5,45.5,0.16,2.13,0,0.12,Amargosa Valley,Nevada
19,apr,79.8,45.8,0.16,2.13,0,0.12,Amargosa Valley,Nevada
20,apr,80.1,46.1,0.16,2.13,0,0.12,Amargosa Valley,Nevada
21,apr,80.4,46.4,0.16,2.13,0,0.12,Amargosa Valley,Nevada
22,apr,80.8,46.7,0.16,2.17,0,0.12,Amargosa Valley,Nevada
23,apr,81.1,47,0.2,2.17,0,0.12,Amargosa Valley,Nevada
24,apr,81.4,47.4,0.2,2.17,0,0.12,Amargosa Valley,Nevada
25,apr,81.8,47.7,0.2,2.17,0,0.12,Amargosa Valley,Nevada
26,apr,82.1,48,0.2,2.17,0,0.12,Amargosa Valley,Nevada
27,apr,82.4,48.4,0.2,2.17,0,0.12,Amargosa Valley,Nevada
28,apr,82.8,48.7,0.2,2.2,0,0.12,Amargosa Valley,Nevada
29,apr,83.1,49.1,0.24,2.2,0,0.12,Amargosa Valley,Nevada
30,apr,83.4,49.4,0.24,2.2,0,0.12,Amargosa Valley,Nevada
1,may,83.8,49.7,0,2.2,0,0.12,Amargosa Valley,Nevada
2,may,84.1,50.1,0,2.2,0,0.12,Amargosa Valley,Nevada
3,may,84.5,50.4,0,2.2,0,0.12,Amargosa Valley,Nevada
4,may,84.8,50.8,0.04,2.2,0,0.12,Amargosa Valley,Nevada
5,may,85.1,51.1,0.04,2.2,0,0.12,Amargosa Valley,Nevada
6,may,85.4,51.4,0.04,2.24,0,0.12,Amargosa Valley,Nevada
7,may,85.8,51.8,0.04,2.24,0,0.12,Amargosa Valley,Nevada
8,may,86.1,52.1,0.04,2.24,0,0.12,Amargosa Valley,Nevada
9,may,86.4,52.4,0.04,2.24,0,0.12,Amargosa Valley,Nevada
10,may,86.7,52.7,0.04,2.24,0,0.12,Amargosa Valley,Nevada
11,may,87.1,53,0.04,2.24,0,0.12,Amargosa Valley,Nevada
12,may,87.4,53.4,0.04,2.24,0,0.12,Amargosa Valley,Nevada
13,may,87.7,53.7,0.08,2.24,0,0.12,Amargosa Valley,Nevada
14,may,88,54,0.08,2.24,0,0.12,Amargosa Valley,Nevada
15,may,88.3,54.3,0.08,2.28,0,0.12,Amargosa Valley,Nevada
16,may,88.6,54.6,0.08,2.28,0,0.12,Amargosa Valley,Nevada
17,may,88.9,54.8,0.08,2.28,0,0.12,Amargosa Valley,Nevada
18,may,89.2,55.1,0.08,2.28,0,0.12,Amargosa Valley,Nevada
19,may,89.5,55.4,0.08,2.28,0,0.12,Amargosa Valley,Nevada
20,may,89.8,55.7,0.08,2.28,0,0.12,Amargosa Valley,Nevada
21,may,90.1,56,0.12,2.28,0,0.12,Amargosa Valley,Nevada
22,may,90.4,56.2,0.12,2.28,0,0.12,Amargosa Valley,Nevada
23,may,90.6,56.5,0.12,2.28,0,0.12,Amargosa Valley,Nevada
24,may,90.9,56.8,0.12,2.32,0,0.12,Amargosa Valley,Nevada
25,may,91.2,57,0.12,2.32,0,0.12,Amargosa Valley,Nevada
26,may,91.5,57.3,0.12,2.32,0,0.12,Amargosa Valley,Nevada
27,may,91.8,57.5,0.12,2.32,0,0.12,Amargosa Valley,Nevada
28,may,92.1,57.8,0.12,2.32,0,0.12,Amargosa Valley,Nevada
29,may,92.3,58.1,0.12,2.32,0,0.12,Amargosa Valley,Nevada
30,may,92.6,58.3,0.16,2.32,0,0.12,Amargosa Valley,Nevada
31,may,92.9,58.6,0.16,2.32,0,0.12,Amargosa Valley,Nevada
1,jun,93.2,58.8,0,2.32,0,0.12,Amargosa Valley,Nevada
2,jun,93.5,59.1,0,2.36,0,0.12,Amargosa Valley,Nevada
3,jun,93.8,59.3,0,2.36,0,0.12,Amargosa Valley,Nevada
4,jun,94,59.6,0,2.36,0,0.12,Amargosa Valley,Nevada
5,jun,94.3,59.9,0.04,2.36,0,0.12,Amargosa Valley,Nevada
6,jun,94.6,60.1,0.04,2.36,0,0.12,Amargosa Valley,Nevada
7,jun,94.9,60.4,0.04,2.36,0,0.12,Amargosa Valley,Nevada
8,jun,95.2,60.7,0.04,2.36,0,0.12,Amargosa Valley,Nevada
9,jun,95.5,60.9,0.04,2.36,0,0.12,Amargosa Valley,Nevada
10,jun,95.8,61.2,0.04,2.36,0,0.12,Amargosa Valley,Nevada
11,jun,96,61.5,0.04,2.36,0,0.12,Amargosa Valley,Nevada
12,jun,96.3,61.8,0.04,2.36,0,0.12,Amargosa Valley,Nevada
13,jun,96.6,62.1,0.04,2.36,0,0.12,Amargosa Valley,Nevada
14,jun,96.9,62.3,0.04,2.4,0,0.12,Amargosa Valley,Nevada
15,jun,97.2,62.6,0.04,2.4,0,0.12,Amargosa Valley,Nevada
16,jun,97.5,62.9,0.04,2.4,0,0.12,Amargosa Valley,Nevada
17,jun,97.8,63.2,0.04,2.4,0,0.12,Amargosa Valley,Nevada
18,jun,98.1,63.5,0.04,2.4,0,0.12,Amargosa Valley,Nevada
19,jun,98.3,63.8,0.08,2.4,0,0.12,Amargosa Valley,Nevada
20,jun,98.6,64.1,0.08,2.4,0,0.12,Amargosa Valley,Nevada
21,jun,98.9,64.4,0.08,2.4,0,0.12,Amargosa Valley,Nevada
22,jun,99.2,64.6,0.08,2.4,0,0.12,Amargosa Valley,Nevada
23,jun,99.4,64.9,0.08,2.4,0,0.12,Amargosa Valley,Nevada
24,jun,99.7,65.2,0.08,2.4,0,0.12,Amargosa Valley,Nevada
25,jun,100,65.5,0.08,2.4,0,0.12,Amargosa Valley,Nevada
26,jun,100.2,65.8,0.08,2.4,0,0.12,Amargosa Valley,Nevada
27,jun,100.5,66,0.08,2.4,0,0.12,Amargosa Valley,Nevada
28,jun,100.7,66.3,0.08,2.4,0,0.12,Amargosa Valley,Nevada
29,jun,101,66.6,0.08,2.4,0,0.12,Amargosa Valley,Nevada
30,jun,101.2,66.8,0.08,2.4,0,0.12,Amargosa Valley,Nevada
1,jul,101.4,67.1,0,2.4,0,0.12,Amargosa Valley,Nevada
2,jul,101.7,67.3,0,2.44,0,0.12,Amargosa Valley,Nevada
3,jul,101.9,67.6,0,2.44,0,0.12,Amargosa Valley,Nevada
4,jul,102.1,67.8,0,2.44,0,0.12,Amargosa Valley,Nevada
5,jul,102.3,68,0.04,2.44,0,0.12,Amargosa Valley,Nevada
6,jul,102.4,68.2,0.04,2.44,0,0.12,Amargosa Valley,Nevada
7,jul,102.6,68.4,0.04,2.44,0,0.12,Amargosa Valley,Nevada
8,jul,102.8,68.6,0.04,2.44,0,0.12,Amargosa Valley,Nevada
9,jul,102.9,68.8,0.04,2.48,0,0.12,Amargosa Valley,Nevada
10,jul,103.1,69,0.08,2.48,0,0.12,Amargosa Valley,Nevada
11,jul,103.2,69.1,0.08,2.48,0,0.12,Amargosa Valley,Nevada
12,jul,103.3,69.3,0.08,2.48,0,0.12,Amargosa Valley,Nevada
13,jul,103.4,69.4,0.08,2.52,0,0.12,Amargosa Valley,Nevada
14,jul,103.5,69.5,0.08,2.52,0,0.12,Amargosa Valley,Nevada
15,jul,103.6,69.7,0.12,2.52,0,0.12,Amargosa Valley,Nevada
16,jul,103.7,69.8,0.12,2.52,0,0.12,Amargosa Valley,Nevada
17,jul,103.8,69.9,0.12,2.56,0,0.12,Amargosa Valley,Nevada
18,jul,103.8,69.9,0.12,2.56,0,0.12,Amargosa Valley,Nevada
19,jul,103.9,70,0.16,2.56,0,0.12,Amargosa Valley,Nevada
20,jul,103.9,70,0.16,2.56,0,0.12,Amargosa Valley,Nevada
21,jul,104,70.1,0.16,2.6,0,0.12,Amargosa Valley,Nevada
22,jul,104,70.1,0.16,2.6,0,0.12,Amargosa Valley,Nevada
23,jul,104,70.1,0.2,2.6,0,0.12,Amargosa Valley,Nevada
24,jul,104,70.1,0.2,2.6,0,0.12,Amargosa Valley,Nevada
25,jul,104,70.1,0.2,2.64,0,0.12,Amargosa Valley,Nevada
26,jul,103.9,70.1,0.2,2.64,0,0.12,Amargosa Valley,Nevada
27,jul,103.9,70.1,0.24,2.64,0,0.12,Amargosa Valley,Nevada
28,jul,103.9,70.1,0.24,2.68,0,0.12,Amargosa Valley,Nevada
29,jul,103.8,70,0.24,2.68,0,0.12,Amargosa Valley,Nevada
30,jul,103.8,70,0.28,2.68,0,0.12,Amargosa Valley,Nevada
31,jul,103.7,69.9,0.28,2.68,0,0.12,Amargosa Valley,Nevada
1,aug,103.6,69.8,0,2.72,0,0.12,Amargosa Valley,Nevada
2,aug,103.5,69.7,0.04,2.72,0,0.12,Amargosa Valley,Nevada
3,aug,103.5,69.7,0.04,2.72,0,0.12,Amargosa Valley,Nevada
4,aug,103.4,69.6,0.04,2.76,0,0.12,Amargosa Valley,Nevada
5,aug,103.3,69.5,0.08,2.76,0,0.12,Amargosa Valley,Nevada
6,aug,103.2,69.3,0.08,2.76,0,0.12,Amargosa Valley,Nevada
7,aug,103,69.2,0.08,2.8,0,0.12,Amargosa Valley,Nevada
8,aug,102.9,69.1,0.12,2.8,0,0.12,Amargosa Valley,Nevada
9,aug,102.8,69,0.12,2.8,0,0.12,Amargosa Valley,Nevada
10,aug,102.7,68.8,0.12,2.8,0,0.12,Amargosa Valley,Nevada
11,aug,102.5,68.7,0.16,2.83,0,0.12,Amargosa Valley,Nevada
12,aug,102.4,68.5,0.16,2.83,0,0.12,Amargosa Valley,Nevada
13,aug,102.2,68.4,0.16,2.83,0,0.12,Amargosa Valley,Nevada
14,aug,102.1,68.2,0.16,2.87,0,0.12,Amargosa Valley,Nevada
15,aug,101.9,68,0.2,2.87,0,0.12,Amargosa Valley,Nevada
16,aug,101.7,67.8,0.2,2.87,0,0.12,Amargosa Valley,Nevada
17,aug,101.6,67.7,0.2,2.91,0,0.12,Amargosa Valley,Nevada
18,aug,101.4,67.5,0.24,2.91,0,0.12,Amargosa Valley,Nevada
19,aug,101.2,67.3,0.24,2.91,0,0.12,Amargosa Valley,Nevada
20,aug,101,67.1,0.28,2.95,0,0.12,Amargosa Valley,Nevada
21,aug,100.8,66.9,0.28,2.95,0,0.12,Amargosa Valley,Nevada
22,aug,100.6,66.7,0.28,2.95,0,0.12,Amargosa Valley,Nevada
23,aug,100.4,66.4,0.31,2.99,0,0.12,Amargosa Valley,Nevada
24,aug,100.2,66.2,0.31,2.99,0,0.12,Amargosa Valley,Nevada
25,aug,100,66,0.31,3.03,0,0.12,Amargosa Valley,Nevada
26,aug,99.7,65.7,0.35,3.03,0,0.12,Amargosa Valley,Nevada
27,aug,99.5,65.5,0.35,3.03,0,0.12,Amargosa Valley,Nevada
28,aug,99.3,65.3,0.35,3.07,0,0.12,Amargosa Valley,Nevada
29,aug,99,65,0.39,3.07,0,0.12,Amargosa Valley,Nevada
30,aug,98.8,64.7,0.39,3.07,0,0.12,Amargosa Valley,Nevada
31,aug,98.5,64.5,0.39,3.07,0,0.12,Amargosa Valley,Nevada
1,sep,98.3,64.2,0,3.11,0,0.12,Amargosa Valley,Nevada
2,sep,98,63.9,0.04,3.11,0,0.12,Amargosa Valley,Nevada
3,sep,97.7,63.6,0.04,3.11,0,0.12,Amargosa Valley,Nevada
4,sep,97.4,63.3,0.04,3.11,0,0.12,Amargosa Valley,Nevada
5,sep,97.1,63,0.04,3.15,0,0.12,Amargosa Valley,Nevada
6,sep,96.9,62.7,0.04,3.15,0,0.12,Amargosa Valley,Nevada
7,sep,96.6,62.4,0.08,3.15,0,0.12,Amargosa Valley,Nevada
8,sep,96.3,62.1,0.08,3.15,0,0.12,Amargosa Valley,Nevada
9,sep,95.9,61.7,0.08,3.15,0,0.12,Amargosa Valley,Nevada
10,sep,95.6,61.4,0.08,3.19,0,0.12,Amargosa Valley,Nevada
11,sep,95.3,61,0.08,3.19,0,0.12,Amargosa Valley,Nevada
12,sep,95,60.7,0.12,3.19,0,0.12,Amargosa Valley,Nevada
13,sep,94.7,60.4,0.12,3.19,0,0.12,Amargosa Valley,Nevada
14,sep,94.3,60,0.12,3.19,0,0.12,Amargosa Valley,Nevada
15,sep,94,59.6,0.12,3.23,0,0.12,Amargosa Valley,Nevada
16,sep,93.7,59.3,0.12,3.23,0,0.12,Amargosa Valley,Nevada
17,sep,93.3,58.9,0.16,3.23,0,0.12,Amargosa Valley,Nevada
18,sep,93,58.5,0.16,3.23,0,0.12,Amargosa Valley,Nevada
19,sep,92.6,58.1,0.16,3.27,0,0.12,Amargosa Valley,Nevada
20,sep,92.3,57.8,0.16,3.27,0,0.12,Amargosa Valley,Nevada
21,sep,91.9,57.4,0.16,3.27,0,0.12,Amargosa Valley,Nevada
22,sep,91.6,57,0.2,3.27,0,0.12,Amargosa Valley,Nevada
23,sep,91.2,56.6,0.2,3.27,0,0.12,Amargosa Valley,Nevada
24,sep,90.9,56.2,0.2,3.31,0,0.12,Amargosa Valley,Nevada
25,sep,90.5,55.8,0.2,3.31,0,0.12,Amargosa Valley,Nevada
26,sep,90.1,55.4,0.2,3.31,0,0.12,Amargosa Valley,Nevada
27,sep,89.8,55.1,0.24,3.31,0,0.12,Amargosa Valley,Nevada
28,sep,89.4,54.7,0.24,3.31,0,0.12,Amargosa Valley,Nevada
29,sep,89,54.3,0.24,3.31,0,0.12,Amargosa Valley,Nevada
30,sep,88.7,53.9,0.24,3.35,0,0.12,Amargosa Valley,Nevada
1,oct,88.3,53.5,0,3.35,0,0.12,Amargosa Valley,Nevada
2,oct,87.9,53.1,0,3.35,0,0.12,Amargosa Valley,Nevada
3,oct,87.6,52.7,0.04,3.35,0,0.12,Amargosa Valley,Nevada
4,oct,87.2,52.4,0.04,3.35,0,0.12,Amargosa Valley,Nevada
5,oct,86.8,52,0.04,3.35,0,0.12,Amargosa Valley,Nevada
6,oct,86.4,51.6,0.04,3.35,0,0.12,Amargosa Valley,Nevada
7,oct,86.1,51.2,0.04,3.39,0,0.12,Amargosa Valley,Nevada
8,oct,85.7,50.9,0.04,3.39,0,0.12,Amargosa Valley,Nevada
9,oct,85.3,50.5,0.04,3.39,0,0.12,Amargosa Valley,Nevada
10,oct,84.9,50.1,0.08,3.39,0,0.12,Amargosa Valley,Nevada
11,oct,84.5,49.8,0.08,3.39,0,0.12,Amargosa Valley,Nevada
12,oct,84.1,49.4,0.08,3.39,0,0.12,Amargosa Valley,Nevada
13,oct,83.7,49,0.08,3.39,0,0.12,Amargosa Valley,Nevada
14,oct,83.4,48.7,0.08,3.39,0,0.12,Amargosa Valley,Nevada
15,oct,83,48.3,0.08,3.43,0,0.12,Amargosa Valley,Nevada
16,oct,82.6,48,0.08,3.43,0,0.12,Amargosa Valley,Nevada
17,oct,82.1,47.6,0.08,3.43,0,0.12,Amargosa Valley,Nevada
18,oct,81.7,47.2,0.08,3.43,0,0.12,Amargosa Valley,Nevada
19,oct,81.3,46.9,0.12,3.43,0,0.12,Amargosa Valley,Nevada
20,oct,80.9,46.5,0.12,3.43,0,0.12,Amargosa Valley,Nevada
21,oct,80.5,46.2,0.12,3.43,0,0.12,Amargosa Valley,Nevada
22,oct,80.1,45.8,0.12,3.46,0,0.12,Amargosa Valley,Nevada
23,oct,79.6,45.5,0.12,3.46,0,0.12,Amargosa Valley,Nevada
24,oct,79.2,45.1,0.12,3.46,0,0.12,Amargosa Valley,Nevada
25,oct,78.7,44.8,0.16,3.46,0,0.12,Amargosa Valley,Nevada
26,oct,78.3,44.4,0.16,3.46,0,0.12,Amargosa Valley,Nevada
27,oct,77.8,44.1,0.16,3.46,0,0.12,Amargosa Valley,Nevada
28,oct,77.4,43.7,0.16,3.5,0,0.12,Amargosa Valley,Nevada
29,oct,76.9,43.4,0.16,3.5,0,0.12,Amargosa Valley,Nevada
30,oct,76.4,43,0.2,3.5,0,0.12,Amargosa Valley,Nevada
31,oct,76,42.6,0.2,3.5,0,0.12,Amargosa Valley,Nevada
1,nov,75.5,42.3,0,3.54,0,0.12,Amargosa Valley,Nevada
2,nov,75,41.9,0.04,3.54,0,0.12,Amargosa Valley,Nevada
3,nov,74.5,41.5,0.04,3.54,0,0.12,Amargosa Valley,Nevada
4,nov,74,41.2,0.04,3.54,0,0.12,Amargosa Valley,Nevada
5,nov,73.5,40.8,0.08,3.58,0,0.12,Amargosa Valley,Nevada
6,nov,73,40.4,0.08,3.58,0,0.12,Amargosa Valley,Nevada
7,nov,72.5,40.1,0.08,3.58,0,0.12,Amargosa Valley,Nevada
8,nov,72,39.7,0.08,3.62,0,0.12,Amargosa Valley,Nevada
9,nov,71.5,39.3,0.12,3.62,0,0.12,Amargosa Valley,Nevada
10,nov,70.9,38.9,0.12,3.62,0,0.12,Amargosa Valley,Nevada
11,nov,70.4,38.6,0.12,3.62,0,0.12,Amargosa Valley,Nevada
12,nov,69.9,38.2,0.12,3.66,0,0.12,Amargosa Valley,Nevada
13,nov,69.4,37.8,0.16,3.66,0,0.12,Amargosa Valley,Nevada
14,nov,68.9,37.4,0.16,3.66,0,0.12,Amargosa Valley,Nevada
15,nov,68.4,37.1,0.16,3.7,0,0.12,Amargosa Valley,Nevada
16,nov,67.9,36.7,0.2,3.7,0,0.12,Amargosa Valley,Nevada
17,nov,67.4,36.3,0.2,3.7,0,0.12,Amargosa Valley,Nevada
18,nov,66.9,36,0.2,3.7,0,0.12,Amargosa Valley,Nevada
19,nov,66.4,35.6,0.2,3.74,0,0.12,Amargosa Valley,Nevada
20,nov,65.9,35.3,0.24,3.74,0,0.12,Amargosa Valley,Nevada
21,nov,65.5,34.9,0.24,3.74,0,0.12,Amargosa Valley,Nevada
22,nov,65,34.6,0.24,3.74,0,0.12,Amargosa Valley,Nevada
23,nov,64.5,34.3,0.24,3.78,0,0.12,Amargosa Valley,Nevada
24,nov,64.1,33.9,0.24,3.78,0,0.12,Amargosa Valley,Nevada
25,nov,63.7,33.6,0.28,3.78,0,0.12,Amargosa Valley,Nevada
26,nov,63.3,33.3,0.28,3.78,0,0.12,Amargosa Valley,Nevada
27,nov,62.9,33,0.28,3.82,0,0.12,Amargosa Valley,Nevada
28,nov,62.5,32.7,0.28,3.82,0,0.12,Amargosa Valley,Nevada
29,nov,62.1,32.4,0.31,3.82,0,0.12,Amargosa Valley,Nevada
30,nov,61.7,32.1,0.31,3.82,0,0.12,Amargosa Valley,Nevada
1,dec,61.4,31.9,0,3.86,0,0.12,Amargosa Valley,Nevada
2,dec,61.1,31.6,0.04,3.86,0,0.12,Amargosa Valley,Nevada
3,dec,60.8,31.4,0.04,3.86,0,0.12,Amargosa Valley,Nevada
4,dec,60.5,31.2,0.04,3.86,0,0.12,Amargosa Valley,Nevada
5,dec,60.2,31,0.04,3.9,0,0.12,Amargosa Valley,Nevada
6,dec,60,30.8,0.08,3.9,0,0.12,Amargosa Valley,Nevada
7,dec,59.7,30.6,0.08,3.9,0,0.12,Amargosa Valley,Nevada
8,dec,59.5,30.4,0.08,3.94,0,0.12,Amargosa Valley,Nevada
9,dec,59.3,30.2,0.12,3.94,0,0.12,Amargosa Valley,Nevada
10,dec,59.1,30.1,0.12,3.94,0,0.12,Amargosa Valley,Nevada
11,dec,59,29.9,0.12,3.94,0,0.12,Amargosa Valley,Nevada
12,dec,58.8,29.8,0.16,3.98,0,0.12,Amargosa Valley,Nevada
13,dec,58.7,29.7,0.16,3.98,0,0.12,Amargosa Valley,Nevada
14,dec,58.6,29.6,0.16,4.02,0,0.12,Amargosa Valley,Nevada
15,dec,58.5,29.5,0.2,4.02,0,0.12,Amargosa Valley,Nevada
16,dec,58.4,29.4,0.2,4.02,0,0.12,Amargosa Valley,Nevada
17,dec,58.3,29.4,0.2,4.06,0,0.12,Amargosa Valley,Nevada
18,dec,58.3,29.3,0.24,4.06,0,0.12,Amargosa Valley,Nevada
19,dec,58.3,29.3,0.24,4.06,0,0.12,Amargosa Valley,Nevada
